NL 174:558:5. Korrespondenz:5.1. Private Korrespondenz der Familie Mach:Lange, Eduard~P:Lange, Eduard (Vetter Machs):::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.04.1904::::Liberec~50.764444°, 15.046944°:3 S. hs.:::::C012::0
NL 174:2092:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::N.N.:N.N.:::Brief?::o.D.:::::o.O.:2 S. hs.::::Brief wurde ursprünglich Felix Mach zugeschrieben:::2021
NL 174:2093:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.07.1896::::Jena~50.927206°, 11.586361°:3 S. hs.:::::::2021
NL 174:2094:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::06.08.1896::::Jena~50.927206°, 11.586361°:2 S. hs.:::::::2021
NL 174:2095:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.08.1896::::Jena~50.927206°, 11.586361°:2 S. hs.:::::::2021
NL 174:2096:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::08.08.1896::::Jena~50.927206°, 11.586361°:2 S. hs.:::::::2021
NL 174:2097:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::14.08.1896::::Jena~50.927206°, 11.586361°:1 S. hs.:::::::2021
NL 174:2098:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.08.1896::::Jena~50.927206°, 11.586361°:1 S. hs.:::::::2021
NL 174:2099:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.09.1897::::Jena~50.927206°, 11.586361°:2 S. hs.:::::::2021
NL 174:2100:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::19.10.1897::::Jena~50.927206°, 11.586361°:1 S. hs.:::::::2021
NL 174:2101:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::25.10.1897::::Jena~50.927206°, 11.586361°:2 S. hs.:::::::2021
NL 174:2102:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::02.11.1897::::Jena~50.927206°, 11.586361°:1 S. hs.:::::::2021
NL 174:2103:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::16.11.1897::::Jena~50.927206°, 11.586361°:2 S. hs.:::::::2021
NL 174:2104:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.12.1911::::o.O.:3 S. hs.:::::::2021
NL 174:2105:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.11.1912::::Hamburg~53.550556°, 9.993333°:2 S. hs.:::::::2021
NL 174:2106:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::27.11.1912 (Poststempel):27.11.1912::::Hamburg~53.550556°, 9.993333°:2 S. hs.:::::::2021
NL 174:2107:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.12.1912::::München~48.136944°, 11.575278°:2 S. hs.::Blackmore/Hentschel 1985, S. 108:::::2021
NL 174:2108:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.12.1912::::München~48.136944°, 11.575278°:2 S. hs.:::::::2021
NL 174:2109:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte::19.12.1912 (Poststempel):19.12.1912::::München~48.136944°, 11.575278°:2 S. hs.:::::::2021
NL 174:2110:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::26.12.1912::::München~48.136944°, 11.575278°:2 S. hs.:::::::2021
NL 174:2111:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::31.12.1912::::München~48.136944°, 11.575278°:2 S. hs.:::::::2021
NL 174:2112:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::13.02.1913::::o.O.:3 S. hs.:::::::2021
NL 174:2113:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.02.1913::::München~48.136944°, 11.575278°:2 S. hs.::Blackmore/Hentschel 1985, S. 110f.:::::2021
NL 174:2114:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::o.D.:::::o.O.:1 S. hs.:::::::2021
NL 174:2115:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::o.D.::Deutsches Museum <München>~4075058-9:::o.O.:1 S. hs.::::Erwähnung des Deutschen Museums:::2021
NL 174:2116:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::o.D.:::::o.O.:4 S. hs.:::::::2021
NL 174:2117:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mach, Ludwig~118821830:Mach, Ludwig:118821830::Mach, Louise~ P:Mach, Louise:::Karte::28.11.1912 (Poststempel):28.11.1912::::Köln~50.938056°, 6.956944°:2 S. hs.:::::::2021
NL 174:2118:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Maggi, Gian Antonio~11751862X:Maggi, Gian Antonio:11751862X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::15.09.1901::::Turin~45.066667°, 7.7°:1 S. hs.:::::::2007
NL 174:2119:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mansion, Paul~101227647:Mansion, Paul:::Hermann, A.~P:Hermann, A. (Buchhändler):::Karte:::11.09.1903::::Gooreind~51.357778°, 4.541111°:2 S. hs.:fre:::Evtl. Beil. zum Brief von Hermann an Mach, 21.11.1903 (NL 174/1483):::1989
NL 174:2120:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marcuse, Julius~ P:Marcuse, Julius:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::15.04.1905::::Hamburg~53.550556°, 9.993333°:3 S. hs.:::::::0
NL 174:2121:5. Korrespondenz:5.2. Allgemeine Korrespondenz:[Marek?]~P:[Marek?]:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::01.08.1908:::::o.O.:4 S. hs.:::::::0
NL 174:2122:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marey, Étienne-Jules~11906278X:Marey, Étienne-Jules:11906278X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::09.04.1893::::Posillipo~40.805556°, 14.203333°:2 S. hs.:fre::::::1974
NL 174:2123:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marey, Étienne-Jules~11906278X:Marey, Étienne-Jules:11906278X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.08.1903::::Chagny~46.910833°, 4.753333°:3 S. hs.:fre::::::1974
NL 174:2124:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marey, Étienne-Jules~11906278X:Marey, Étienne-Jules:11906278X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::09.10.1903:09.10.1903::::Trocadéro~48.862778, 2.287222:2 S. hs.:fre::::::1974
NL 174:2125:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Markic, Mihael~1020862858:Markic, Mihael:1020862858::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::29.05.1914::::Novo mesto~45.798056°, 15.162778°:7 S. hs.:::::::2009
NL 174:2126:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Markic, Mihael~1020862858:Markic, Mihael:1020862858::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::13.07.1914::::Wien~48.20833°, 16.373064°:2 S. hs.:::::::2009
NL 174:2127:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.02.1894::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::1984
NL 174:2128:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.11.1895::::Prag~50.083333°, 14.416667°:2 S. hs.::::Fragment:::1984
NL 174:2129:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::03.04.1896::::Prag~50.083333°, 14.416667°:12 S. hs.::Thiele 1978, S. 137-141; Thiele 1971a, S. 592-596:::::1984
NL 174:2130:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::17.10.1896::::Prag~50.083333°, 14.416667°:2 S. hs.:::::::1984
NL 174:2131:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.12.1897::::Prag~50.083333°, 14.416667°:8 S. hs.::Thiele 1978, S. 146-148; Thiele 1971a, S. 600-602:::::1984
NL 174:2132:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.04.1901::::Prag~50.083333°, 14.416667°:4 S. hs.:::::::1984
NL 174:2133:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.09.1905::::Prag~50.083333°, 14.416667°:4 S. hs.:::::::1984
NL 174:2134:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::11.06.1908::::Prag~50.083333°, 14.416667°:2 S. hs.:::::::1984
NL 174:2135:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.06.1908::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::1984
NL 174:2136:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.08.1908::::Zelízy~50.416667°, 14.466667°:4 S. hs.:::::::1984
NL 174:2137:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.09.1908::::Prag~50.083333°, 14.416667°:4 S. hs.:::::::1984
NL 174:2138:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::08.02.1909::::Prag~50.083333°, 14.416667°:6 S. hs.:::::::1984
NL 174:2139:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::07.04.1909::::Prag~50.083333°, 14.416667°:7 S. hs.:::::::1984
NL 174:2140:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::19.05.1909::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::1984
NL 174:2141:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::18.06.1909::::Prag~50.083333°, 14.416667°:2 S. hs.:::::::1984
NL 174:2142:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.09.1909::::Prag~50.083333°, 14.416667°:5 S. hs.:::::::1984
NL 174:2143:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.01.1910::::Prag~50.083333°, 14.416667°:3 S. hs.:::::::1984
NL 174:2144:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::06.05.1910::::Prag~50.083333°, 14.416667°:4 S. hs.:::::::1984
NL 174:2145:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.03.1913::::Prag~50.083333°, 14.416667°:4 S. hs.:::::::1984
NL 174:2146:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~ 118731432:Marty, Anton (Prof.):118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::13.04.1914::::Prag~50.083333°, 14.416667°:21 S. hs.:::::::1984
NL 174:2147:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Marty, Anton~118731432:Marty, Anton:118731432::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief::26.11. (o.J.):::::o.O.:4 S. hs.::::Fragment:::1984
NL 174:2148:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mascart, Eleuthère Elie Nicolas~117556882:Mascart, Eleuthère Elie Nicolas:117556882::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::31.08.1883:Bureau Central Météorologique <Paris>~56113-7:Bureau Central Météorologique <Paris> s. Mascart, Eleuthère Elie Nicolas::Paris~48.856667°, 2.351667°:1 S. hs.:fre::::::1978
NL 174:2149:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Hartmann, Ludo Moritz~ 11907611X:Hartmann, Ludo Moritz (Dr.):11907611X::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.02.1908:Verein Freie Schule <Wien>~5030993-6 :Verein Freie Schule <Wien> s. Hartmann, Ludo Moritz::Wien~48.20833°, 16.373064°:1 S. ms.:::::::1994
NL 174:2150:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mathias, Fabian~ P:Mathias, Fabian:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.07.1875::::Kromeríz~49.298889°, 17.393056°:2 S. hs.:::::::0
NL 174:2151:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::17.09.1895::::Berlin-Grunewald~52.483333°, 13.266667°:1 S. hs.::Thiele 1978, S. 159; Thiele 1966b, S. 79:::::1993
NL 174:2152:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::30.10.1901::::Berlin-Grunewald~52.483333°, 13.266667°:2 S. hs.::Thiele 1978, S. 160; Thiele 1966b, S. 80:::::1993
NL 174:2153:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::04.12.1901::::Berlin-Grunewald~52.483333°, 13.266667°:4 S. hs.::Thiele 1978, S. 160f.; Thiele 1966b, S. 80f.:::::1993
NL 174:2154:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::29.12.1901::::Gossensaß~46.938301°, 11.444825°:4 S. hs.::Thiele 1978, S. 162f.; Thiele 1966b, S. 81f.:::::1993
NL 174:2155:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::14.02.1902::::Berlin-Grunewald~52.483333°, 13.266667°:3 S. hs.::Thiele 1978, S. 163f.; Thiele 1966b, S. 82f.:::::1993
NL 174:2156:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::12.03.1906::::Freiburg i. Br.~47.994828°, 7.849881°:3 S. hs.::Thiele 1978, S. 164; Thiele 1966b, S. 83:::::1993
NL 174:2157:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.03.1906::::Freiburg i. Br.~47.994828°, 7.849881°:4 S. hs.::Thiele 1978, S. 165; Thiele 1966b, S. 83f.:::::1993
NL 174:2158:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Telegramm:::18.02.1908::::Freiburg i. Br.~47.994828°, 7.849881°:1 S. gedr.:::::::1993
NL 174:2159:5. Korrespondenz:5.2. Allgemeine Korrespondenz:Mauthner, Fritz~118579304:Mauthner, Fritz:118579304::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::25.02.1910::::Meersburg~47.695833°, 9.270833°:2 S. hs.:::::::1993
NL 174:2160:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::19.07.1892:Open Court Publishing Company <Chicago>~ 4293622-6:The Open Court Publishing Company <Chicago> s. McCormack, Thomas J.::LaSalle~41.341111°, -89.090833°:2 S. ms. u. hs.:eng::::::2002
NL 174:2161:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Karte:::13.10.1892::::LaSalle~41.341111°, -89.090833°:2 S. hs.:eng::::::2002
NL 174:2162:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::24.03.1893::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::"Anhang zur englischen Ausgabe der ""Mechanik"" (1 S. ms.)"::::2002
NL 174:2163:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::15.04.1893::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2164:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::24.04.1893::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2165:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.05.1893::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2166:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.06.1893::::LaSalle~41.341111°, -89.090833°:2 S. ms.:eng::::::2002
NL 174:2167:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::16.01.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2168:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::15.02.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2169:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.03.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2170:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::26.03.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2171:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.04.1894::::LaSalle~41.341111°, -89.090833°:1 S. hs.:eng::::::2002
NL 174:2172:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.04.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2173:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::22.05.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2174:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::10.06.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2175:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::23.06.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2176:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::27.06.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2177:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::10.07.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2178:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::21.07.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2179:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::28.07.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2180:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::20.08.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
NL 174:2181:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::01.10.1894::::LaSalle~41.341111°, -89.090833°:1 S. hs.:eng::::::2002
NL 174:2182:5. Korrespondenz:5.2. Allgemeine Korrespondenz:McCormack, Thomas J.~102244049:McCormack, Thomas J.:::Mach, Ernst~118575767:Mach, Ernst:118575767::Brief:::06.10.1894::::LaSalle~41.341111°, -89.090833°:1 S. ms.:eng::::::2002
